date,symbol,market_name,open_interest,comm_long,comm_short,comm_net,cot_index_26w,cot_index_52w,zero_line,bias
2021-06-01,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,594184,400132,421687,-21555,0.0,0.3,sell,bear
2021-06-01,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,47675,28651,23938,4713,90.4,41.0,buy,neutral
2021-06-01,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,51621,24168,22584,1584,22.0,35.7,buy,neutral
2021-06-08,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,606772,405693,428644,-22951,0.0,0.0,sell,bear
2021-06-08,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,47631,26969,23412,3557,81.5,37.4,buy,neutral
2021-06-08,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,53147,23832,23446,386,10.8,30.0,buy,neutral
2021-06-15,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,666519,450732,475032,-24300,0.0,0.0,sell,bear
2021-06-15,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,57779,33838,29284,4554,89.1,40.5,buy,neutral
2021-06-15,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,59702,28253,28962,-709,0.7,24.9,sell,neutral
2021-06-22,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,519840,377507,393940,-16433,25.3,16.1,sell,bear
2021-06-22,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,44754,25571,21672,3899,84.1,38.5,buy,neutral
2021-06-22,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,51309,26167,22064,4103,45.4,49.5,buy,neutral
2021-06-29,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,526777,376407,391339,-14932,30.1,20.9,sell,neutral
2021-06-29,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,44827,24714,20569,4145,86.0,39.2,buy,neutral
2021-06-29,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,52814,23453,26870,-3417,0.0,14.5,sell,bear
2021-07-06,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,535166,380078,397109,-17031,23.4,16.8,sell,bear
2021-07-06,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,45658,25148,21688,3460,80.7,33.9,buy,neutral
2021-07-06,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,52986,23187,29539,-6352,0.0,0.0,sell,bear
2021-07-13,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,543030,380437,399095,-18658,18.1,13.0,sell,bear
2021-07-13,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,46456,25857,21471,4386,87.9,36.9,buy,neutral
2021-07-13,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,55827,22257,30600,-8343,0.0,0.0,sell,bear
2021-07-20,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,551237,388722,400946,-12224,38.8,27.9,sell,neutral
2021-07-20,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,46906,24651,22597,2054,69.8,29.3,buy,neutral
2021-07-20,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,51350,22675,22886,-211,44.4,44.4,sell,neutral
2021-07-27,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,560457,379600,396193,-16593,24.8,17.8,sell,bear
2021-07-27,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,46944,26477,22783,3694,81.6,34.6,buy,neutral
2021-07-27,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,51277,21320,23728,-2408,32.4,32.4,sell,neutral
2021-08-03,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,568882,379850,399480,-19630,15.0,10.8,sell,bear
2021-08-03,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,44609,23946,21526,2420,68.8,30.5,buy,neutral
2021-08-03,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,55408,21126,27252,-6126,12.1,12.1,sell,bear
2021-08-10,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,573185,379985,395570,-15585,28.6,20.2,sell,neutral
2021-08-10,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,46672,26707,21565,5142,92.0,39.3,buy,neutral
2021-08-10,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,57378,23742,27397,-3655,25.6,25.6,sell,neutral
2021-08-17,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,581375,386818,399212,-12394,42.8,27.5,sell,neutral
2021-08-17,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,46900,27728,20838,6890,100.0,45.0,buy,neutral
2021-08-17,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,53963,23108,23650,-542,42.6,42.6,sell,neutral
2021-08-24,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,592348,385377,399657,-14280,36.0,29.5,sell,neutral
2021-08-24,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,45425,24583,20901,3682,42.3,34.6,buy,neutral
2021-08-24,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,53847,22608,25365,-2757,30.5,30.5,sell,neutral
2021-08-31,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,601293,399278,406479,-7201,61.5,55.0,sell,neutral
2021-08-31,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,46120,23903,20879,3024,30.5,32.4,buy,neutral
2021-08-31,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,54638,23187,25550,-2363,32.6,32.6,sell,neutral
2021-09-07,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,611152,404665,410413,-5748,66.7,59.7,sell,neutral
2021-09-07,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,46866,22235,21467,768,0.0,25.1,buy,neutral
2021-09-07,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,53390,24759,23875,884,61.3,50.4,buy,neutral
2021-09-14,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,655925,427136,442696,-15560,31.4,28.1,sell,neutral
2021-09-14,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,55540,28058,28568,-510,0.0,21.0,sell,neutral
2021-09-14,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,60533,31066,30122,944,73.8,50.7,buy,neutral
2021-09-21,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,490636,347579,368969,-21390,10.5,9.4,sell,bear
2021-09-21,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,44460,22297,24129,-1832,0.0,26.0,sell,neutral
2021-09-21,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,47942,25477,20533,4944,100.0,72.5,buy,neutral
2021-09-28,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,491475,348232,368654,-20422,13.9,12.5,sell,bear
2021-09-28,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,46122,24152,23083,1069,33.3,42.4,buy,neutral
2021-09-28,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,49272,24962,23950,1012,70.4,51.1,buy,neutral
2021-10-05,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,487471,348965,368346,-19381,18.1,15.8,sell,bear
2021-10-05,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,45030,24430,23340,1090,33.5,58.2,buy,neutral
2021-10-05,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,48120,23888,23367,521,66.7,48.4,buy,neutral
2021-10-12,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,480633,340808,367441,-26633,0.0,0.0,sell,bear
2021-10-12,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,46123,25460,24885,575,27.6,54.5,buy,neutral
2021-10-12,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,51020,24771,26331,-1560,51.0,37.0,sell,neutral
2021-10-19,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,477317,343730,360785,-17055,45.7,28.7,sell,neutral
2021-10-19,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,47473,27002,24917,2085,44.9,65.4,buy,neutral
2021-10-19,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,53020,23078,27162,-4084,32.1,23.3,sell,neutral
2021-10-26,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,480961,342382,367690,-25308,6.3,4.0,sell,bear
2021-10-26,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,49102,27510,26228,1282,35.7,59.6,buy,neutral
2021-10-26,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,54648,24195,26784,-2589,43.3,31.4,sell,neutral
2021-11-02,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,486386,343417,376241,-32824,0.0,0.0,sell,bear
2021-11-02,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,51117,28918,28566,352,25.0,52.9,buy,neutral
2021-11-02,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,57066,24100,28554,-4454,29.3,21.2,sell,neutral
2021-11-09,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,487561,341241,368625,-27384,20.1,13.7,sell,bear
2021-11-09,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,52579,28062,30071,-2009,0.0,35.9,sell,neutral
2021-11-09,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,51733,23014,24512,-1498,51.5,37.4,sell,neutral
2021-11-16,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,490979,343331,373396,-30065,10.2,7.0,sell,bear
2021-11-16,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,52868,28492,30401,-1909,1.1,36.6,sell,neutral
2021-11-16,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,51900,23706,23918,-212,61.2,44.4,sell,neutral
2021-11-23,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,491063,344663,374573,-29910,10.8,7.4,sell,bear
2021-11-23,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,51745,26124,30679,-4555,0.0,17.5,sell,bear
2021-11-23,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,53046,23283,25965,-2682,42.6,30.9,sell,neutral
2021-11-30,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,502143,345829,384366,-38537,0.0,0.0,sell,bear
2021-11-30,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,51695,26105,31195,-5090,0.0,13.7,sell,bear
2021-11-30,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,50802,24389,23130,1259,72.3,52.4,buy,neutral
2021-12-07,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,502877,346949,383534,-36585,6.0,4.3,sell,bear
2021-12-07,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,50376,24877,29854,-4977,0.9,14.5,sell,bear
2021-12-07,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,51530,24306,22716,1590,74.8,54.2,buy,neutral
2021-12-14,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,550927,361666,402373,-40707,0.0,0.0,sell,bear
2021-12-14,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,53943,24814,31655,-6841,0.0,1.1,sell,bear
2021-12-14,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,60334,32911,31054,1857,76.8,55.7,buy,neutral
2021-12-21,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,452425,307607,343044,-35437,15.1,11.1,sell,bear
2021-12-21,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,41614,19278,24732,-5454,10.1,11.1,sell,bear
2021-12-21,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,45692,23675,21282,2393,80.8,58.6,buy,neutral
2021-12-28,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,457570,316531,344086,-27555,37.6,27.7,sell,neutral
2021-12-28,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,42219,20825,23832,-3007,27.9,28.7,sell,neutral
2021-12-28,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,48375,22982,23946,-964,55.5,40.3,sell,neutral
2022-01-04,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,459458,315568,346039,-30471,29.3,21.6,sell,neutral
2022-01-04,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,42186,19645,25024,-5379,10.6,11.6,sell,bear
2022-01-04,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,50879,21877,26462,-4585,28.3,20.5,sell,neutral
2022-01-11,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,456734,314238,341009,-26771,39.9,29.3,sell,neutral
2022-01-11,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,44044,19795,24396,-4601,16.3,17.2,sell,bear
2022-01-11,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,46567,22295,22477,-182,53.7,44.6,sell,neutral
2022-01-18,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,461996,311618,349319,-37701,8.6,6.3,sell,bear
2022-01-18,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,47162,20241,26177,-5936,6.6,7.6,sell,bear
2022-01-18,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,47351,25882,23463,2419,77.2,58.8,buy,neutral
2022-01-25,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,475771,316254,374081,-57827,0.0,0.0,sell,bear
2022-01-25,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,48669,21420,28431,-7011,0.0,0.0,sell,bear
2022-01-25,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,46318,24818,21815,3003,82.5,61.9,buy,neutral
2022-02-01,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,456794,311544,350852,-39308,35.6,28.7,sell,neutral
2022-02-01,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,47867,25125,22725,2400,67.7,67.7,buy,neutral
2022-02-01,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,43683,23622,19915,3707,87.0,65.8,buy,neutral
2022-02-08,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,445982,305275,345368,-40093,34.1,27.7,sell,neutral
2022-02-08,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,46753,25823,25166,657,55.2,55.2,buy,neutral
2022-02-08,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,497652,387575,351729,35846,,,buy,neutral
2022-02-08,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,41397,21318,18515,2803,77.5,60.8,buy,neutral
2022-02-15,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,454053,305039,346163,-41124,32.1,27.2,sell,neutral
2022-02-15,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,47189,26328,25130,1198,76.8,59.1,buy,neutral
2022-02-15,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,495518,388904,357508,31396,0.0,0.0,buy,bear
2022-02-15,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,40696,21996,18365,3631,86.2,65.4,buy,neutral
2022-02-22,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,474833,318727,366635,-47908,19.0,16.2,sell,bear
2022-02-22,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,51586,28351,29466,-1115,58.8,42.4,sell,neutral
2022-02-22,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,509340,399706,373647,26059,0.0,0.0,buy,bear
2022-02-22,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,39796,22163,16925,5238,100.0,74.1,buy,neutral
2022-03-01,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,477498,328889,359860,-30971,51.6,43.8,sell,neutral
2022-03-01,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,49907,30685,28403,2282,98.7,66.9,buy,neutral
2022-03-01,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,509940,416913,383265,33648,77.5,77.5,buy,neutral
2022-03-01,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,39034,23002,15415,7587,100.0,87.0,buy,bull
2022-03-08,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,487109,344107,368243,-24136,79.7,54.9,sell,neutral
2022-03-08,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,49602,27123,30001,-2878,43.9,29.7,sell,neutral
2022-03-08,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,525504,432180,401630,30550,45.9,45.9,buy,neutral
2022-03-08,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,38780,24014,17250,6764,93.2,94.8,buy,bull
2022-03-15,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,516552,363716,386093,-22377,86.9,57.8,sell,neutral
2022-03-15,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,52947,29604,30599,-995,63.9,43.3,sell,neutral
2022-03-15,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,582619,470797,435479,35318,94.6,94.6,buy,bull
2022-03-15,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,46279,30096,23036,7060,95.7,96.7,buy,bull
2022-03-22,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,422337,305773,294666,11107,100.0,100.0,buy,bull
2022-03-22,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,42562,24852,21518,3334,100.0,74.4,buy,neutral
2022-03-22,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,483220,397517,348712,48805,100.0,100.0,buy,bull
2022-03-22,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,31512,19989,12234,7755,100.0,100.0,buy,bull
2022-03-29,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,424010,308367,296703,11664,100.0,100.0,buy,bull
2022-03-29,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,44664,28475,21668,6807,100.0,99.4,buy,bull
2022-03-29,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,471412,392993,335496,57497,100.0,100.0,buy,bull
2022-03-29,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,32654,22903,12700,10203,100.0,100.0,buy,bull
2022-04-05,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,424471,303690,299681,4009,89.0,89.0,buy,bull
2022-04-05,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,46538,28237,22988,5249,88.7,88.2,buy,bull
2022-04-05,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,470730,393081,334307,58774,100.0,100.0,buy,bull
2022-04-05,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,33316,21962,12979,8983,91.8,93.4,buy,bull
2022-04-12,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,431393,307681,320711,-13030,64.5,64.5,sell,neutral
2022-04-12,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,45660,25305,25282,23,50.9,50.6,buy,neutral
2022-04-12,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,469947,389899,345297,44602,56.7,56.7,buy,neutral
2022-04-12,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,35593,25092,13310,11782,100.0,100.0,buy,bull
2022-04-19,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,431759,307608,320797,-13189,64.2,64.2,sell,neutral
2022-04-19,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,47422,27152,26318,834,56.8,56.4,buy,neutral
2022-04-19,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,462879,380222,338361,41861,48.3,48.3,buy,neutral
2022-04-19,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,38811,23674,15572,8102,77.5,81.7,buy,bull
2022-04-26,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,438339,303028,328198,-25170,47.0,47.0,sell,neutral
2022-04-26,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,47395,25237,27182,-1945,36.7,36.4,sell,neutral
2022-04-26,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,485140,401372,352943,48429,68.4,68.4,buy,neutral
2022-04-26,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,42232,28617,17615,11002,95.2,96.1,buy,bull
2022-05-03,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,441735,308604,320363,-11759,66.3,66.3,sell,neutral
2022-05-03,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,45344,24758,26032,-1274,41.5,41.3,sell,neutral
2022-05-03,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,494389,413078,365663,47415,65.3,65.3,buy,neutral
2022-05-03,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,39724,26259,16738,9521,86.2,88.8,buy,bull
2022-05-10,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,452391,309973,333335,-23362,49.6,49.6,sell,neutral
2022-05-10,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,49984,27779,29399,-1620,39.0,38.8,sell,neutral
2022-05-10,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,524949,453710,379176,74534,100.0,100.0,buy,bull
2022-05-10,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,41470,27940,16153,11787,100.0,100.0,buy,bull
2022-05-17,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,450422,319712,330245,-10533,68.1,68.1,sell,neutral
2022-05-17,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,48711,26504,28351,-1847,37.4,37.1,sell,neutral
2022-05-17,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,527331,456101,382018,74083,99.1,99.1,buy,bull
2022-05-17,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,40099,26637,13788,12849,100.0,100.0,buy,bull
2022-05-24,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,452434,322699,328463,-5764,74.9,74.9,sell,neutral
2022-05-24,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,51049,27760,29980,-2220,34.7,34.5,sell,neutral
2022-05-24,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,537973,466955,389827,77128,100.0,100.0,buy,bull
2022-05-24,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,41510,27878,14743,13135,100.0,100.0,buy,bull
2022-05-31,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,452093,327558,327011,547,84.0,84.0,buy,bull
2022-05-31,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,52616,30523,29748,775,56.3,56.0,buy,neutral
2022-05-31,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,540537,468833,387284,81549,100.0,100.0,buy,bull
2022-05-31,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,42241,29405,14527,14878,100.0,100.0,buy,bull
2022-06-07,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,453484,329703,319331,10372,98.1,98.1,buy,bull
2022-06-07,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,53659,29542,29737,-195,49.3,49.0,sell,neutral
2022-06-07,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,551907,476910,399464,77446,92.6,92.6,buy,bull
2022-06-07,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,40205,26840,13583,13257,91.7,93.0,buy,bull
2022-06-14,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,530880,365777,371550,-5773,74.9,74.9,sell,neutral
2022-06-14,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,60453,31271,35457,-4186,20.4,20.3,sell,neutral
2022-06-14,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,635997,548072,458746,89326,100.0,100.0,buy,bull
2022-06-14,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,46792,30968,18752,12216,86.3,88.5,buy,bull
2022-06-21,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,452401,342611,313771,28840,100.0,100.0,buy,bull
2022-06-21,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,47325,22183,27700,-5517,10.8,10.7,sell,bear
2022-06-21,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,569541,502812,394922,107890,100.0,100.0,buy,bull
2022-06-21,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,34512,24083,9615,14468,97.9,98.2,buy,bull
2022-06-28,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,449754,345238,311557,33681,100.0,100.0,buy,bull
2022-06-28,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,49609,25754,29740,-3986,21.9,21.8,sell,neutral
2022-06-28,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,570497,503528,393546,109982,100.0,100.0,buy,bull
2022-06-28,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,33380,23545,8707,14838,99.8,99.8,buy,bull
2022-07-05,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,461848,358209,313884,44325,100.0,100.0,buy,bull
2022-07-05,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,51890,27437,32621,-5184,13.2,13.1,sell,bear
2022-07-05,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,587115,517591,394058,123533,100.0,100.0,buy,bull
2022-07-05,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,33719,22713,8936,13777,92.7,95.3,buy,bull
2022-07-12,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,463516,360458,310920,49538,100.0,100.0,buy,bull
2022-07-12,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,50852,28155,30073,-1918,36.9,36.6,sell,neutral
2022-07-12,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,587970,523195,399197,123998,100.0,100.0,buy,bull
2022-07-12,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,33627,21614,8796,12818,83.5,90.2,buy,bull
