date,symbol,market_name,open_interest,comm_long,comm_short,comm_net,cot_index_26w,cot_index_52w,zero_line,bias
2020-02-18,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,607316,422704,438885,-16181,22.4,22.4,sell,neutral
2020-02-18,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,41664,17406,20268,-2862,21.9,21.9,sell,neutral
2020-02-18,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,51736,18593,32432,-13839,75.3,75.3,sell,neutral
2020-02-25,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,617822,420099,443231,-23132,0.0,0.0,sell,bear
2020-02-25,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,42933,15325,23939,-8614,0.0,0.0,sell,bear
2020-02-25,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,50734,18739,35508,-16769,37.8,37.8,sell,neutral
2020-03-03,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,687840,464114,471406,-7292,100.0,100.0,sell,bull
2020-03-03,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,43369,19282,26018,-6736,23.6,23.6,sell,neutral
2020-03-03,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,44848,22826,31459,-8633,100.0,100.0,sell,bull
2020-03-10,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,783449,535129,529102,6027,100.0,100.0,buy,bull
2020-03-10,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,44032,20355,24828,-4473,52.1,52.1,sell,neutral
2020-03-10,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,42743,22391,31672,-9281,94.2,94.2,sell,bull
2020-03-17,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,1024737,685745,693788,-8043,51.7,51.7,sell,neutral
2020-03-17,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,59254,28607,33479,-4872,47.1,47.1,sell,neutral
2020-03-17,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,41341,26268,31329,-5061,100.0,100.0,sell,bull
2020-03-24,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,695310,512553,512431,122,79.7,79.7,buy,neutral
2020-03-24,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,39971,19829,24949,-5120,44.0,44.0,sell,neutral
2020-03-24,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,25081,14062,16800,-2738,100.0,100.0,sell,bull
2020-03-31,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,754083,536224,517075,19149,100.0,100.0,buy,bull
2020-03-31,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,37304,18781,21546,-2765,73.6,73.6,sell,neutral
2020-03-31,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,28194,19216,13453,5763,100.0,100.0,buy,bull
2020-04-07,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,772134,547209,513726,33483,100.0,100.0,buy,bull
2020-04-07,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,36673,18698,19808,-1110,94.5,94.5,sell,bull
2020-04-07,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,26996,16498,10746,5752,100.0,100.0,buy,bull
2020-04-14,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,777289,548212,496262,51950,100.0,100.0,buy,bull
2020-04-14,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,35587,18827,17222,1605,100.0,100.0,buy,bull
2020-04-14,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,30200,18654,11903,6751,100.0,100.0,buy,bull
2020-04-21,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,774339,540663,498148,42515,87.4,87.4,buy,bull
2020-04-21,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,35851,18097,18950,-853,75.9,75.9,sell,neutral
2020-04-21,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,30798,19428,10934,8494,100.0,100.0,buy,bull
2020-04-28,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,764991,528590,475188,53402,100.0,100.0,buy,bull
2020-04-28,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,36350,18291,19919,-1628,68.4,68.4,sell,neutral
2020-04-28,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,33751,21650,12029,9621,100.0,100.0,buy,bull
2020-05-05,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,750913,528507,471826,56681,100.0,100.0,buy,bull
2020-05-05,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,36901,19140,21194,-2054,64.2,64.2,sell,neutral
2020-05-05,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,33234,21291,10393,10898,100.0,100.0,buy,bull
2020-05-12,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,753246,525575,468094,57481,100.0,100.0,buy,bull
2020-05-12,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,39313,19738,21525,-1787,66.8,66.8,sell,neutral
2020-05-12,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,34803,22507,11546,10961,100.0,100.0,buy,bull
2020-05-19,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,748020,517938,462279,55659,97.7,97.7,buy,bull
2020-05-19,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,39633,20668,20105,563,89.8,89.8,buy,bull
2020-05-19,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,36842,24934,13502,11432,100.0,100.0,buy,bull
2020-05-26,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,748823,514540,455046,59494,100.0,100.0,buy,bull
2020-05-26,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,42000,20787,21810,-1023,74.3,74.3,sell,neutral
2020-05-26,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,38789,25531,14743,10788,97.9,97.9,buy,bull
2020-06-02,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,750830,512878,460327,52551,91.6,91.6,buy,bull
2020-06-02,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,41947,21673,23590,-1917,65.5,65.5,sell,neutral
2020-06-02,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,39058,25047,13770,11277,99.5,99.5,buy,bull
2020-06-09,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,766888,523104,480002,43102,80.2,80.2,buy,bull
2020-06-09,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,43255,22592,23319,-727,77.2,77.2,sell,neutral
2020-06-09,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,39723,24008,15569,8439,90.4,90.4,buy,bull
2020-06-16,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,812088,555399,500827,54572,94.0,94.0,buy,bull
2020-06-16,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,45730,22945,28388,-5443,31.0,31.0,sell,neutral
2020-06-16,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,46180,30808,15660,15148,100.0,100.0,buy,bull
2020-06-23,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,520654,396083,363930,32153,66.9,66.9,buy,neutral
2020-06-23,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,36512,15301,23059,-7758,8.4,8.4,sell,bear
2020-06-23,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,36461,22905,7614,15291,100.0,100.0,buy,bull
2020-06-30,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,538487,398546,374131,24415,57.5,57.5,buy,neutral
2020-06-30,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,38816,16491,25095,-8604,0.1,0.1,sell,bear
2020-06-30,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,37388,23191,8781,14410,97.5,97.5,buy,bull
2020-07-07,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,533758,393705,373090,20615,52.9,52.9,buy,neutral
2020-07-07,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,42507,18992,27594,-8602,0.1,0.1,sell,bear
2020-07-07,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,35844,21193,9327,11866,90.2,90.2,buy,bull
2020-07-14,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,536906,393165,374709,18456,50.3,50.3,buy,neutral
2020-07-14,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,44657,21395,27928,-6533,20.4,20.4,sell,neutral
2020-07-14,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,40025,19304,14114,5190,71.1,71.1,buy,neutral
2020-07-21,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,542138,394949,378036,16913,48.5,48.5,buy,neutral
2020-07-21,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,44441,23372,26923,-3551,49.5,49.5,sell,neutral
2020-07-21,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,39745,19717,14210,5507,72.0,72.0,buy,neutral
2020-07-28,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,551791,398712,384105,14607,45.7,45.7,buy,neutral
2020-07-28,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,44183,21619,27470,-5851,27.0,27.0,sell,neutral
2020-07-28,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,41117,19838,16430,3408,65.7,66.1,buy,neutral
2020-08-04,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,559277,400108,385390,14718,45.8,45.8,buy,neutral
2020-08-04,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,45713,22750,27139,-4389,41.3,41.3,sell,neutral
2020-08-04,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,45154,21695,18375,3320,62.7,65.8,buy,neutral
2020-08-11,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,566508,403103,386282,16821,48.4,48.4,buy,neutral
2020-08-11,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,47013,24223,27509,-3286,52.1,52.1,sell,neutral
2020-08-11,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,47392,22957,21738,1219,56.1,59.8,buy,neutral
2020-08-18,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,574834,402919,392919,10000,40.1,40.1,buy,neutral
2020-08-18,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,45989,21566,27044,-5478,30.7,30.7,sell,neutral
2020-08-18,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,46229,21906,21582,324,53.3,57.2,buy,neutral
2020-08-25,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,579474,410901,391954,18947,40.0,50.9,buy,neutral
2020-08-25,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,46997,21783,27110,-5327,32.1,32.2,sell,neutral
2020-08-25,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,42244,20475,17602,2873,49.5,64.5,buy,neutral
2020-09-01,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,590438,413850,404137,9713,26.3,39.8,buy,neutral
2020-09-01,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,49030,23184,26249,-3065,54.3,54.3,sell,neutral
2020-09-01,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,41003,19426,16639,2787,49.1,64.3,buy,neutral
2020-09-08,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,577671,404358,400149,4209,18.1,33.1,buy,neutral
2020-09-08,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,50161,23529,24336,-807,76.4,76.4,sell,neutral
2020-09-08,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,36683,18705,12773,5932,54.0,73.3,buy,neutral
2020-09-15,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,620388,436485,442161,-5676,0.0,21.1,sell,neutral
2020-09-15,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,69673,40292,29115,11177,100.0,100.0,buy,bull
2020-09-15,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,44088,24432,19114,5318,44.7,71.5,buy,neutral
2020-09-22,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,502173,369163,376393,-7230,0.0,19.2,sell,bear
2020-09-22,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,66403,39234,15356,23878,100.0,100.0,buy,bull
2020-09-22,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,34886,17969,11031,6938,44.2,76.1,buy,neutral
2020-09-29,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,502009,365996,379896,-13900,0.0,11.2,sell,bear
2020-09-29,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,55119,29654,16769,12885,66.2,66.2,buy,neutral
2020-09-29,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,37025,17123,13601,3522,21.4,66.4,buy,neutral
2020-10-06,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,507185,357776,369259,-11483,3.3,14.1,sell,bear
2020-10-06,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,55500,30609,18584,12025,63.5,63.5,buy,neutral
2020-10-06,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,42881,18512,19536,-1024,0.0,53.4,sell,neutral
2020-10-13,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,509854,359424,368067,-8643,7.2,17.5,sell,bear
2020-10-13,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,45242,19981,26522,-6541,6.4,6.4,sell,bear
2020-10-13,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,44989,19939,21485,-1546,0.0,51.9,sell,neutral
2020-10-20,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,503160,354801,366225,-11424,3.4,14.2,sell,bear
2020-10-20,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,43978,20633,24831,-4198,13.6,13.6,sell,bear
2020-10-20,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,47565,18498,24508,-6010,0.0,39.1,sell,neutral
2020-10-27,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,500239,349762,371525,-21763,0.0,1.7,sell,bear
2020-10-27,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,45535,22608,24474,-1866,20.7,20.8,sell,neutral
2020-10-27,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,48635,20085,25032,-4947,5.0,42.2,sell,neutral
2020-11-03,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,496324,356862,372084,-15222,8.0,9.6,sell,bear
2020-11-03,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,44591,21691,23763,-2072,20.1,20.1,sell,neutral
2020-11-03,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,44597,22010,22601,-591,25.4,54.6,sell,neutral
2020-11-10,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,517065,364024,382100,-18076,4.5,6.1,sell,bear
2020-11-10,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,47620,24289,23727,562,28.2,28.2,buy,neutral
2020-11-10,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,46842,22035,23858,-1823,19.7,51.1,sell,neutral
2020-11-17,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,534823,372350,389377,-17027,5.8,7.4,sell,bear
2020-11-17,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,47695,26264,24578,1686,31.7,31.7,buy,neutral
2020-11-17,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,47984,24371,24031,340,29.8,57.3,buy,neutral
2020-11-24,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,538369,377702,381983,-4281,22.9,22.8,sell,neutral
2020-11-24,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,49452,26528,24049,2479,34.1,34.1,buy,neutral
2020-11-24,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,49293,26142,23901,2241,38.7,62.7,buy,neutral
2020-12-01,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,556009,392360,395297,-2937,24.7,24.4,sell,neutral
2020-12-01,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,49193,26337,23623,2714,34.8,34.9,buy,neutral
2020-12-01,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,47034,26550,21590,4960,51.5,70.5,buy,neutral
2020-12-08,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,578100,406955,407359,-404,28.0,27.5,sell,neutral
2020-12-08,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,48901,25171,28791,-3620,15.3,15.4,sell,bear
2020-12-08,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,51358,29563,24253,5310,53.1,71.5,buy,neutral
2020-12-15,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,637832,450274,452079,-1805,37.0,25.8,sell,neutral
2020-12-15,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,55366,28827,33432,-4605,12.3,12.3,sell,bear
2020-12-15,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,53587,32011,25702,6309,57.8,74.3,buy,neutral
2020-12-21,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,495182,370121,371537,-1416,44.1,26.3,sell,neutral
2020-12-21,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,42541,21565,27775,-6210,7.4,7.4,sell,bear
2020-12-21,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,40772,20345,14971,5374,55.7,71.7,buy,neutral
2020-12-29,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,506564,373394,371911,1483,54.9,29.8,buy,neutral
2020-12-29,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,43377,21829,26383,-4554,12.5,12.5,sell,bear
2020-12-29,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,40919,19855,16466,3389,52.6,66.0,buy,neutral
2021-01-05,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,523123,384003,385588,-1585,49.6,26.1,sell,neutral
2021-01-05,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,44180,22262,27875,-5613,3.1,9.2,sell,bear
2021-01-05,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,40600,19455,16290,3165,70.9,65.4,buy,neutral
2021-01-12,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,531665,388348,391745,-3397,45.1,23.9,sell,neutral
2021-01-12,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,46458,23372,27380,-4008,8.3,14.2,sell,bear
2021-01-12,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,42106,20219,16943,3276,71.7,65.7,buy,neutral
2021-01-19,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,535228,387514,397419,-9905,29.1,16.0,sell,bear
2021-01-19,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,47010,22840,28181,-5341,3.9,10.1,sell,bear
2021-01-19,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,43314,22747,18884,3863,76.3,67.4,buy,neutral
2021-01-26,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,539902,398244,400190,-1946,48.7,25.6,sell,neutral
2021-01-26,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,46412,21240,28230,-6990,0.0,5.0,sell,bear
2021-01-26,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,44757,23821,18477,5344,87.7,71.3,buy,neutral
2021-02-02,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,550121,401994,404427,-2433,47.5,25.1,sell,neutral
2021-02-02,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,46946,21172,27492,-6320,2.2,7.1,sell,bear
2021-02-02,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,49889,22790,23129,-339,43.8,51.2,sell,neutral
2021-02-09,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,547257,403003,396214,6789,70.1,36.2,buy,neutral
2021-02-09,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,46874,22138,27516,-5378,5.2,10.0,sell,bear
2021-02-09,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,49829,22152,22931,-779,40.4,49.9,sell,neutral
2021-02-16,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,552371,404516,398322,6194,68.7,35.5,buy,neutral
2021-02-16,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,47071,23468,27711,-4243,8.9,13.5,sell,bear
2021-02-16,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,46942,22049,20894,1155,55.3,55.9,buy,neutral
2021-02-23,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,556649,406513,410282,-3769,57.2,22.1,sell,neutral
2021-02-23,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,48014,25856,25276,580,24.5,28.3,buy,neutral
2021-02-23,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,46040,21400,20902,498,50.3,39.8,buy,neutral
2021-03-02,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,584840,413525,431016,-17491,15.0,5.3,sell,bear
2021-03-02,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,48803,29025,23066,5959,41.9,44.8,buy,neutral
2021-03-02,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,44698,24775,16922,7853,100.0,69.7,buy,neutral
2021-03-09,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,585629,419563,433563,-14000,27.2,9.6,sell,bear
2021-03-09,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,50706,29889,25054,4835,38.3,41.4,buy,neutral
2021-03-09,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,46402,28997,19022,9975,100.0,75.0,buy,neutral
2021-03-16,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,643898,468792,480160,-11368,36.4,12.8,sell,bear
2021-03-16,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,51477,31531,27577,3954,35.5,38.7,buy,neutral
2021-03-16,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,54432,33609,26901,6708,79.6,59.7,buy,neutral
2021-03-23,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,508037,384090,389148,-5058,58.5,20.6,sell,neutral
2021-03-23,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,44355,27602,23739,3863,54.6,38.4,buy,neutral
2021-03-23,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,45440,23997,20262,3735,61.0,45.7,buy,neutral
2021-03-30,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,529023,393077,392014,1063,79.9,28.1,buy,neutral
2021-03-30,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,44446,27661,22598,5063,63.4,42.1,buy,neutral
2021-03-30,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,44724,23177,18928,4249,64.2,48.2,buy,neutral
2021-04-06,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,549444,395575,392067,3508,88.5,31.1,buy,neutral
2021-04-06,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,42918,23804,21258,2546,73.6,34.3,buy,neutral
2021-04-06,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,47120,22162,20095,2067,50.5,37.9,buy,neutral
2021-04-13,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,560636,400381,397553,2828,86.1,30.3,buy,neutral
2021-04-13,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,42860,23282,21208,2074,70.0,32.9,buy,neutral
2021-04-13,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,46072,20591,19516,1075,44.3,33.3,buy,neutral
2021-04-20,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,569824,403075,402627,448,77.8,27.3,buy,neutral
2021-04-20,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,43629,24097,22770,1327,64.2,30.6,buy,neutral
2021-04-20,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,45617,20942,21312,-370,30.7,26.5,sell,neutral
2021-04-27,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,581117,399144,407701,-8557,38.3,16.3,sell,bear
2021-04-27,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,43576,24973,22144,2829,75.8,35.2,buy,neutral
2021-04-27,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,45600,21393,21723,-330,12.7,26.7,sell,neutral
2021-05-04,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,578570,408587,414284,-5697,49.8,19.8,sell,bear
2021-05-04,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,47448,27217,22340,4877,91.6,41.5,buy,neutral
2021-05-04,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,45992,21186,21668,-482,11.4,26.0,sell,neutral
2021-05-11,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,568597,400231,413505,-13274,17.4,10.4,sell,bear
2021-05-11,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,45487,25176,21889,3287,79.4,36.6,buy,neutral
2021-05-11,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,49322,22983,22421,562,12.5,30.9,buy,neutral
2021-05-18,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,561295,385284,403387,-18103,0.0,4.5,sell,bear
2021-05-18,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,45595,25447,22879,2568,73.8,34.4,buy,neutral
2021-05-18,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,47834,22608,21295,1313,19.5,34.4,buy,neutral
2021-05-25,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,588098,396276,414502,-18226,0.0,4.6,sell,bear
2021-05-25,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,46678,27806,23342,4464,88.5,40.2,buy,neutral
2021-05-25,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,49408,23836,20705,3131,36.4,42.9,buy,neutral
